timestamp;status_code;length;output_file
2022-08-03 14:20:39;200;21489;/Users/frederikwintherbakholt/Documents/GitHub/GruppeISDS22/module_6
2022-08-03 14:20:40;200;21490;/Users/frederikwintherbakholt/Documents/GitHub/GruppeISDS22/module_6
2022-08-03 14:20:41;200;21490;/Users/frederikwintherbakholt/Documents/GitHub/GruppeISDS22/module_6
2022-08-03 14:20:41;200;21490;/Users/frederikwintherbakholt/Documents/GitHub/GruppeISDS22/module_6
2022-08-03 14:20:42;200;21490;/Users/frederikwintherbakholt/Documents/GitHub/GruppeISDS22/module_6
